dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sinpkt,dinpkt,label
1.289834,tcp,-,FIN,10,8,2530,354,13.17999,254,252,14122.74707,1922.728027,143.313667,172.698578,Normal
4e-06,mfe-nsp,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0.004,0.0,Attack
1.193377,tcp,smtp,FIN,20,20,2630,1774,32.680368,62,252,16752.45898,11302.37988,62.809319,56.557051,Attack
26.391916,tcp,smtp,RST,864,122,1131247,5246,37.322034,254,252,342510.3438,1577.149536,24.704906,216.705641,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.337545,tcp,http,FIN,12,10,1300,2090,62.213926,62,252,28251.04688,44580.72266,30.685908,36.020223,Attack
0.620512,tcp,-,FIN,12,8,998,712,30.619875,254,252,11796.70996,8032.07666,53.487727,73.077859,Normal
1.451533,tcp,http,FIN,14,16,1422,9090,19.978878,62,252,7280.578613,46968.27734,111.656387,92.271401,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.352351,tcp,-,CON,6,2,978,86,19.866553,62,252,18504.27539,976.299194,70.4702,0.002,Normal
0.276094,tcp,-,FIN,26,26,4352,2872,184.719704,31,29,121263.0547,80030.71875,11.02364,11.0248,Normal
10.500966,tcp,ftp,FIN,36,40,1836,2132,7.1422,254,252,1359.874878,1583.854248,300.027593,266.4834,Attack
0.001796,udp,-,CON,4,4,520,304,3897.549992,31,29,1737193.75,1015590.188,0.455333,0.234667,Normal
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
8e-06,a/n,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
6e-06,udp,-,INT,2,0,75,0,166666.6608,254,0,50666664.0,0.0,0.006,0.0,Attack
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
0.504728,tcp,smtp,FIN,52,40,37268,3276,180.295122,31,29,579353.625,50641.13672,9.889902,12.929205,Normal
0.028953,tcp,-,FIN,64,66,3806,51808,4455.496701,31,29,1035333.125,14098435.0,0.462016,0.449857,Normal
0.13358,sctp,-,CON,2,2,152,82,22.458452,254,60,4551.57959,2455.45752,0.003,0.007,Attack
1.053565,tcp,-,FIN,18,14,9136,764,29.423908,254,252,65522.29688,5391.219238,61.974414,77.178695,Attack
9e-06,ipv6-route,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.196166,tcp,http,FIN,10,14,826,10954,117.247641,62,252,30341.65039,414832.3438,21.796222,14.252461,Attack
0.015021,tcp,-,FIN,40,42,2542,23508,5392.450549,31,29,1320284.875,12222355.0,0.395,0.3622,Normal
0.005005,tcp,ftp-data,FIN,8,12,424,8824,3796.203675,31,29,593007.0,12929470.0,0.670143,0.409636,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.025896,tcp,-,FIN,64,66,3806,51808,4981.464368,31,29,1157553.25,15762743.0,0.41271,0.388969,Normal
3e-06,iso-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
0.049902,tcp,-,FIN,40,42,2558,23162,1623.181451,31,29,399983.9688,3624864.75,1.27141,1.202561,Normal
1.020317,tcp,-,FIN,10,8,2516,354,16.661489,254,252,17759.1875,2430.617188,107.285,124.86243,Normal
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
8e-06,ddp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
59.760056,ospf,-,INT,180,0,48960,0,2.995312,254,0,6517.79834,0.0,333.854969,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
2e-06,udp,-,INT,2,0,1828,0,500000.0013,254,0,3656000000.0,0.0,0.002,0.0,Attack
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0.01,0.0,Attack
1.725732,tcp,ftp,FIN,52,54,2934,3742,60.843747,31,29,13341.58496,17026.97852,33.830823,32.543189,Normal
0.220075,tcp,http,FIN,10,8,808,2198,77.246395,62,252,26463.70508,69939.79688,24.452778,29.901428,Attack
31.959324,tcp,-,FIN,32,22,1806,1198,1.658358,254,252,438.056824,286.364014,1029.826321,1520.766,Normal
0.742187,tcp,-,FIN,10,8,564,354,22.905278,254,252,5475.708984,3341.47583,82.465222,97.604141,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
4e-06,udp,snmp,INT,2,0,124,0,250000.0006,254,0,124000000.0,0.0,0.004,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.001006,udp,dns,CON,2,2,130,162,2982.107425,31,29,516898.625,644135.1875,0.003,0.008,Normal
9e-06,snp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.664,0.0,Normal
0.863207,tcp,-,FIN,18,18,1030,3196,40.546475,62,252,9017.536133,27979.38477,50.776882,49.462234,Attack
0.561966,tcp,http,FIN,10,8,1330,1200,30.25094,254,252,17040.17578,14947.52344,62.440667,69.739,Attack
0.034081,tcp,-,FIN,72,74,4238,63516,4254.569891,31,29,981191.8125,14708019.0,0.475549,0.464778,Normal
0.329295,tcp,-,FIN,28,30,4256,3080,173.097066,31,29,99703.90625,72348.5,12.175889,11.337793,Normal
0.483037,tcp,http,FIN,10,10,744,4202,39.334461,62,252,11096.45898,62637.02344,53.640444,49.783667,Attack
0.00583,tcp,-,FIN,22,24,1958,2308,7718.696193,31,29,2564665.5,3035334.5,0.2741,0.227522,Normal
1e-05,udp,-,INT,2,0,1066,0,100000.0025,254,0,426400000.0,0.0,0.01,0.0,Attack
0.012935,tcp,-,FIN,38,40,2438,19266,5952.84134,31,29,1468264.5,11618091.0,0.341135,0.317538,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
0.001002,udp,dns,CON,2,2,130,162,2994.012136,31,29,518962.0938,646706.625,0.009,0.004,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
0.710556,tcp,-,FIN,10,8,564,354,23.924927,254,252,5719.464844,3490.224609,75.601,97.865711,Attack
6e-06,larp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
2.5e-05,udp,-,INT,3,0,3028,0,80000.00202,254,0,646080000.0,0.0,0.019,0.0,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0.001,0.0,Attack
0.028016,tcp,-,FIN,48,50,2974,30506,3462.307361,31,29,831810.4375,8536836.0,0.588447,0.558571,Normal
2.314978,tcp,-,FIN,116,26,135934,1280,60.907709,254,252,465708.125,4254.036133,20.306824,88.971719,Normal
0.227837,tcp,http,FIN,10,6,1126,268,65.836542,254,252,35604.40234,7865.272461,22.897111,40.031602,Attack
8e-06,crudp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
0.004133,tcp,http,FIN,8,10,1058,822,4113.2349,31,29,1792402.625,1432373.625,0.541571,0.399667,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0.004,0.0,Attack
0.004224,tcp,-,FIN,22,14,1470,1728,8285.984784,31,29,2659091.0,3039772.75,0.2112,0.275615,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.764,0.0,Normal
3.303271,sctp,-,CON,4,4,840,880,2.119112,254,60,1525.760376,1598.415649,1101.090375,488.900344,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.707577,tcp,ftp-data,FIN,8,8,364,1656,21.199107,62,252,3606.674561,16382.66992,101.078143,91.284,Attack
1.092766,tcp,-,FIN,12,8,1110,740,17.38707,254,252,7452.647461,4743.924805,91.977635,146.491422,Attack
0.013313,tcp,-,FIN,16,18,1540,1644,2478.780123,31,29,867723.25,933223.1875,0.8662,0.756412,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
9e-06,irtp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.004568,udp,-,CON,4,4,568,304,1532.399347,31,29,746059.5625,399299.5,1.21,1.036333,Normal
0.684573,tcp,-,FIN,10,8,564,354,24.832998,254,252,5936.547363,3622.696289,76.063667,96.265859,Attack
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
0.730198,tcp,-,FIN,10,8,588,354,23.281356,254,252,5806.644043,3396.338867,81.133111,95.494859,Normal
0.273934,tcp,http,FIN,10,8,886,1650,62.058743,62,252,23304.88281,42170.74219,30.437111,34.99343,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.398525,tcp,-,FIN,10,6,534,268,37.638793,254,252,9655.605469,4496.581055,44.280556,64.074199,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
1.999251,tcp,ftp,FIN,12,10,2564,840,10.503934,254,252,9407.523438,3025.132812,175.333903,206.089672,Attack
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
0.213648,tcp,-,FIN,10,6,1334,268,70.20894,254,252,44971.16797,8387.62793,23.738667,41.336602,Attack
0.402526,tcp,ftp-data,FIN,8,8,364,826,37.264674,62,252,6339.963379,14369.25879,57.503712,55.05757,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.312483,tcp,ftp-data,FIN,14,6,8928,320,60.803305,31,29,212261.1406,6835.571777,24.037154,62.382398,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.716,0.0,Normal
1.250951,tcp,http,FIN,14,18,1684,10168,24.781145,31,29,10001.99023,61418.87109,96.200462,73.472412,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.629428,tcp,-,FIN,10,8,564,354,27.008648,254,252,6456.655762,3940.085205,69.936444,87.451,Attack
40.088387,tcp,-,FIN,66,66,3910,51808,3.267779,31,29,768.501892,10182.30078,616.739595,626.366688,Normal
8e-06,merit-inp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
8e-06,ddp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
0.080667,tcp,-,FIN,24,24,2024,4312,582.642245,31,29,192395.9063,409882.625,3.49113,3.480087,Normal
0.973367,tcp,-,FIN,10,10,608,646,19.519873,254,252,4503.954102,4783.396484,108.051556,101.824891,Attack
1.161001,tcp,http,FIN,10,8,870,354,14.642537,254,252,5395.344238,2136.087891,123.355778,158.628141,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
1.039987,tcp,smtp,FIN,64,26,59763,2044,85.577995,62,252,452544.125,15123.2666,16.507731,40.55332,Attack
0.26721,tcp,http,FIN,10,8,792,1498,63.620372,62,252,21346.50586,39250.02734,29.69,35.106285,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
6e-06,ttp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
2e-05,udp,dns,INT,2,0,114,0,50000.00126,254,0,22800000.0,0.0,0.02,0.0,Attack
0.695763,tcp,-,FIN,230,438,13246,548216,958.659785,31,29,151649.3438,6289095.5,3.063657,1.5947,Normal
0.004507,tcp,-,FIN,22,14,1470,1728,7765.697644,31,29,2492123.25,2848901.75,0.22535,0.29,Normal
3.330127,tcp,smtp,FIN,176,44,214135,2726,65.763258,62,252,511497.625,6402.158203,19.138661,75.853836,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.050823,tcp,-,FIN,40,42,2558,23162,1593.766623,31,29,392735.5625,3559176.0,1.295077,1.226512,Normal
0.020996,tcp,-,FIN,48,50,2974,30506,4619.927469,31,29,1109925.625,11391122.0,0.449457,0.422917,Normal
10.388967,tcp,http,FIN,12,24,900,22944,3.368959,62,252,635.289368,16931.80859,944.451523,445.78913,Attack
6e-06,pvp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.736268,tcp,http,FIN,10,6,510,268,20.373017,254,252,4987.314453,2433.896484,78.581667,134.945406,Attack
0.001061,udp,dns,CON,2,2,146,178,2827.521083,31,29,550424.125,671065.0,0.009,0.008,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
1.746781,tcp,http,FIN,60,16,68187,698,42.936121,254,252,307083.7188,2999.803711,29.606458,108.48993,Attack
9e-06,mhrp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
9e-06,i-nlsp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
0.658578,tcp,-,FIN,10,8,564,354,25.813192,254,252,6170.871582,3765.689209,71.135222,90.376859,Attack
4.130779,tcp,-,FIN,10,8,564,354,4.115447,254,252,983.833862,600.371033,458.975444,569.350312,Attack
0.050899,tcp,-,FIN,40,42,2542,23508,1591.386896,31,29,389634.375,3606986.5,1.295385,1.2294,Normal
0.980146,tcp,http,FIN,10,10,826,736,19.384867,254,252,6072.564941,5411.438965,108.905111,95.024336,Attack
0.605738,tcp,http,FIN,10,10,808,4730,31.366697,62,252,9614.717773,56222.32813,67.304222,48.423556,Attack
1.213128,tcp,http,FIN,14,18,1684,10168,25.553776,31,29,10313.83398,63333.79688,93.291079,71.333412,Normal
0.826884,tcp,ssh,FIN,108,114,9504,12298,267.268453,31,29,91098.63281,117946.4141,7.725066,7.312345,Normal
2.224469,tcp,smtp,FIN,68,26,66719,1926,41.807731,62,252,236417.7813,6660.466309,33.191433,85.308359,Attack
0.06004,tcp,-,FIN,62,60,3702,48606,2015.32309,31,29,485409.7188,6368554.0,0.976328,1.024672,Normal
0.691518,tcp,-,FIN,10,8,564,354,24.583597,254,252,5876.925781,3586.312988,73.927,91.048711,Attack
4e-06,udp,-,INT,2,0,104,0,250000.0006,254,0,104000000.0,0.0,0.004,0.0,Attack
0.003925,tcp,http,FIN,8,10,1052,824,4331.210355,31,29,1877197.5,1512356.75,0.512,0.375444,Normal
2.077005,tcp,-,FIN,16,14,924,792,13.962413,254,252,3339.424072,2834.851318,138.435269,150.665391,Normal
1.910817,tcp,-,FIN,60,16,68185,698,39.250226,254,252,280713.4375,2742.282471,32.386729,121.09007,Attack
0.711421,udp,-,CON,2,2,76,134,4.216912,254,60,427.313782,753.421631,0.009,0.003,Attack
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0.001,0.0,Attack
0.000997,udp,dns,CON,2,2,146,178,3009.027007,31,29,585757.25,714142.4375,0.005,0.004,Normal
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
3e-06,gre,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
0.987377,tcp,-,FIN,32,12,26222,642,43.549729,254,252,205822.0938,4772.240234,31.141872,75.118453,Attack
0.843712,tcp,-,FIN,10,8,550,354,20.149056,254,252,4693.544922,2939.391846,93.675,111.195141,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
1e-05,udp,-,INT,2,0,2454,0,100000.0025,254,0,981600000.0,0.0,0.01,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.00101,udp,dns,CON,2,2,146,178,2970.297008,31,29,578217.8125,704950.5,0.009,0.007,Normal
0.623753,tcp,-,FIN,10,6,550,268,24.04798,254,252,6348.666504,2872.932129,63.508889,109.356797,Attack
59.49836,ospf,-,REQ,74,0,20128,0,1.226925,254,0,2669.787842,0.0,828.756313,0.0,Attack
1.392442,tcp,ftp,FIN,62,20,68109,1026,58.171185,254,252,384998.4375,5601.669434,22.812738,69.426102,Attack
0.001065,udp,dns,CON,2,2,146,178,2816.901513,31,29,548356.8125,668544.625,0.009,0.007,Normal
1.189157,tcp,-,FIN,20,20,1088,5748,32.796342,62,252,6956.188477,36738.62891,62.587209,59.953421,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.223223,tcp,ftp-data,FIN,8,12,424,8824,85.116677,31,29,13296.12109,289898.4375,31.844,20.243909,Normal
0.001677,udp,-,CON,4,4,528,304,4174.120543,31,29,1889087.75,1087656.5,0.438333,0.197667,Normal
0.046931,tcp,ftp-data,FIN,6,8,320,1946,277.002416,31,29,45513.62891,290298.5313,9.3216,6.616857,Normal
1.182819,tcp,http,FIN,14,18,1684,10168,26.208574,31,29,10578.11914,64956.68359,90.959541,69.546469,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
0.632373,tcp,-,FIN,10,6,534,268,23.720179,254,252,6085.016602,2833.770752,70.135667,103.798,Normal
2.138638,tcp,-,FIN,10,8,588,354,7.948984,254,252,1982.57019,1159.616577,233.739111,300.006156,Attack
0.029984,tcp,-,FIN,72,74,4238,63516,4835.912614,31,29,1115261.5,16717717.0,0.416972,0.40211,Normal
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
0.748587,tcp,http,FIN,10,8,566,354,22.709451,254,252,5450.268066,3312.908203,80.985667,96.77743,Attack
0.329183,tcp,ftp-data,FIN,8,10,364,3754,51.643005,62,252,7752.526367,82118.45313,46.892427,32.920667,Attack
1.540862,tcp,smtp,FIN,84,30,87848,2110,73.335576,62,252,450672.4375,10591.47461,18.552747,52.05107,Attack
0.420452,tcp,-,FIN,20,8,17266,354,64.216605,254,252,312102.2188,5898.414062,20.327948,49.617285,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.826679,tcp,http,FIN,10,8,582,354,20.56421,254,252,5070.89209,2999.955322,91.853222,102.93843,Attack
0.003244,tcp,ftp-data,FIN,6,8,320,1826,4007.398247,31,29,658446.375,3940813.75,0.5878,0.401286,Normal
0.000925,udp,dns,CON,2,2,146,178,3243.243242,31,29,631351.375,769729.75,0.001,0.004,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.744,0.0,Normal
0.016791,tcp,-,FIN,48,50,2958,32642,5776.904604,31,29,1380263.25,15241499.0,0.35066,0.331102,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
3.2e-05,udp,dns,INT,2,0,114,0,31250.00008,254,0,14250000.0,0.0,0.032,0.0,Attack
0.614659,tcp,-,FIN,12,8,1466,740,30.911448,254,252,17492.625,8433.944336,55.783362,65.594711,Normal
0.001129,udp,dns,CON,2,2,130,162,2657.21882,31,29,460584.5938,573959.25,0.009,0.001,Normal
9e-06,ipv6,-,INT,2,0,86,0,111111.1072,254,0,38222220.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
1.044929,tcp,http,FIN,14,18,1684,10168,29.667087,31,29,11974.01856,73528.4375,80.34931,61.434471,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
0.001005,udp,dns,CON,2,2,130,162,2985.074718,31,29,517412.9375,644776.125,0.007,0.006,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.044941,tcp,-,FIN,60,62,3598,48710,2692.418911,31,29,629981.5,8531185.0,0.78293,0.747458,Normal
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0.002,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.917041,tcp,-,FIN,22,56,1198,53710,83.965711,62,252,9979.924805,460184.4375,43.66862,16.449654,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
7e-06,udp,-,INT,2,0,104,0,142857.1409,254,0,59428572.0,0.0,0.007,0.0,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
