dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sinpkt,dinpkt,label
0.914134,tcp,http,FIN,60,14,68195,612,79.856999,254,252,586863.625,4979.576172,15.493797,63.792461,Attack
2.367708,tcp,pop3,FIN,20,22,946,4998,17.316325,62,252,3037.536865,16120.23145,124.57252,108.981333,Attack
0.001024,udp,dns,CON,2,2,130,162,2929.687507,31,29,507812.5,632812.5,0.001,0.009,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
1.253924,tcp,http,FIN,14,18,1684,10168,24.722391,31,29,9978.276367,61273.25,96.428923,73.728412,Normal
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0.008,0.0,Attack
0.001053,udp,dns,CON,2,2,146,178,2849.002888,31,29,554605.875,676163.375,0.008,0.006,Normal
1.676287,tcp,-,FIN,10,8,564,354,10.141461,254,252,2424.405762,1479.460205,183.571111,227.524,Attack
0.323397,tcp,ftp-data,FIN,8,12,424,8824,58.751316,31,29,9177.574219,200100.7969,46.148715,29.351546,Normal
0.01696,tcp,-,FIN,48,50,2958,32642,5719.339414,31,29,1366509.375,15089622.0,0.361804,0.335694,Normal
21.283375,ospf,-,INT,28,0,12832,0,1.268596,254,0,4651.14209,0.0,788.273187,0.0,Attack
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
0.67337,tcp,-,FIN,16,10,1550,556,37.126691,254,252,17274.30664,5952.150879,43.939,67.130664,Normal
7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0.007,0.0,Attack
7.02218,tcp,-,FIN,68,300,3180,385783,52.262972,62,252,3570.401123,438038.3125,104.80866,23.255097,Attack
0.61765,tcp,smtp,FIN,38,22,30856,1872,95.523359,62,252,389139.5,23145.79492,16.680109,28.187477,Attack
0.075995,tcp,-,FIN,48,50,2958,33044,1276.399793,31,29,304967.4375,3409066.5,1.609064,1.541163,Normal
2.027496,tcp,-,FIN,12,12,984,894,11.344042,254,252,3559.069824,3235.517822,184.224179,175.065,Attack
0.532944,tcp,smtp,FIN,54,42,37808,3380,178.255118,31,29,557026.625,49536.16016,10.048831,12.98522,Normal
1.005886,tcp,pop3,FIN,30,94,1394,102056,122.280263,62,252,10720.89746,803041.3125,34.685723,10.740925,Attack
4.71767,tcp,-,FIN,254,512,14596,645754,162.15632,31,29,24654.54297,1092900.5,18.645656,9.231307,Normal
0.001023,udp,dns,CON,2,2,130,162,2932.551349,31,29,508308.9063,633431.0625,0.009,0.004,Normal
3.2e-05,udp,dns,INT,2,0,114,0,31250.00008,254,0,14250000.0,0.0,0.032,0.0,Attack
0.573345,tcp,-,FIN,12,8,996,714,33.13886,254,252,12739.27539,8720.75293,49.635092,70.94657,Attack
3e-06,tlsp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
0.763984,tcp,-,FIN,10,6,500,268,19.633918,254,252,4712.140625,2345.598877,74.561889,138.383,Attack
0.015939,tcp,-,FIN,48,50,2974,30506,6085.70207,31,29,1462074.25,15005208.0,0.33963,0.313898,Normal
0.336193,tcp,ftp-data,FIN,8,8,364,968,44.617229,62,252,7590.87793,20155.08984,48.02757,44.20743,Attack
0.384832,tcp,-,CON,6,2,978,86,18.189756,62,252,16942.45898,893.896545,76.9664,0.003,Normal
4.797279,tcp,smtp,FIN,294,60,366330,3472,73.583381,62,252,608818.5,5694.89502,16.372966,80.221711,Attack
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0.002,0.0,Attack
0.556596,tcp,ftp-data,FIN,8,10,364,3754,30.5428,62,252,4585.013184,48566.64453,79.513714,56.590889,Attack
59.985222,tcp,http,CON,1044,6994,45360,9347681,133.983,62,252,6043.755371,1246486.375,57.466274,8.593893,Attack
0.63681,tcp,-,FIN,10,8,564,354,26.69556,254,252,6381.809082,3894.411133,70.314222,90.065859,Attack
1.104661,tcp,-,FIN,12,8,980,714,17.199847,254,252,6510.594727,4526.275391,100.411179,142.719719,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.774573,tcp,http,FIN,10,10,800,4258,24.529643,62,252,7436.35498,39588.26172,83.343333,81.279889,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
1.475411,tcp,ftp-data,FIN,8,12,424,8824,12.877767,31,29,2011.642822,43860.32031,210.728719,134.084273,Normal
0.371341,tcp,-,FIN,28,30,4264,3080,153.497733,31,29,88587.03906,64156.66797,14.270231,12.785069,Normal
0.046285,tcp,-,FIN,60,62,3598,48710,2614.237891,31,29,611688.4375,8283461.0,0.778814,0.749328,Normal
35.570091,tcp,http,FIN,434,2630,19056,3618028,86.111671,62,252,4276.176758,813414.375,82.145543,13.511972,Attack
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
0.647981,tcp,-,FIN,10,6,534,268,23.148827,254,252,5938.445801,2765.513184,63.297,113.727,Normal
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
0.737598,tcp,-,FIN,10,8,564,354,23.047785,254,252,5509.776367,3362.265137,78.421556,95.57857,Attack
8e-06,nsfnet-igp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
2e-06,igmp,-,INT,2,0,82,0,500000.0013,254,0,164000000.0,0.0,0.002,0.0,Normal
1.002324,tcp,-,FIN,60,14,68187,612,72.830742,254,252,535164.3125,4541.445801,16.513356,64.840152,Attack
0.016862,tcp,-,FIN,48,50,2958,32642,5752.579967,31,29,1374451.5,15177322.0,0.359826,0.347362,Normal
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0.002,0.0,Attack
3.187929,tcp,http,FIN,46,252,2358,319890,93.163934,62,252,5789.338867,799568.625,70.842866,12.51436,Attack
0.001048,udp,dns,CON,2,2,146,178,2862.595564,31,29,557251.9375,679389.375,0.008,0.007,Normal
0.001073,udp,dns,CON,2,2,132,164,2795.899292,31,29,492078.2813,611370.0,0.01,0.008,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.025179,tcp,smtp,FIN,52,42,37268,3380,3693.554068,31,29,11613487.0,1048492.75,0.49668,0.601317,Normal
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
3.061148,tcp,ftp,FIN,28,22,1456,1634,16.007067,62,252,3669.21167,4076.901855,113.37585,144.674141,Attack
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
2.116807,tcp,-,FIN,12,8,4658,354,8.975783,254,252,16137.5127,1171.575928,192.436996,290.484438,Normal
5.386483,tcp,ftp,FIN,26,24,1342,1738,9.096844,62,252,1917.39209,2474.341797,215.459325,230.774734,Attack
1.84703,tcp,-,FIN,10,8,1150,354,9.203965,254,252,4482.872559,1342.696045,203.295667,257.155719,Attack
3e-06,sctp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0.009,0.0,Normal
9e-06,idpr,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.001021,udp,dns,CON,2,2,146,178,2938.295862,31,29,571988.25,697355.5625,0.009,0.007,Normal
0.091027,tcp,-,FIN,52,54,3182,39076,1153.503917,31,29,274292.25,3370692.25,1.81434,1.706547,Normal
2.100645,tcp,ftp,FIN,22,22,1162,1648,20.469903,62,252,4227.272949,5994.349121,100.030713,97.436524,Attack
1.18185,tcp,http,FIN,14,18,1684,10168,26.230064,31,29,10586.79199,65009.94531,90.88169,69.490706,Normal
0.001044,udp,dns,CON,2,2,146,178,2873.563127,31,29,559386.9375,681992.3125,0.004,0.006,Normal
0.624993,tcp,http,FIN,10,8,854,1286,27.200304,62,252,9843.30957,14412.96094,69.443667,73.367,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0.001,0.0,Normal
2.146296,ospf,-,INT,18,0,2858,0,7.920622,254,0,10063.84961,0.0,126.252703,0.0,Attack
0.163239,sctp,-,CON,4,2,536,440,30.629935,254,60,19701.17383,10781.73731,54.413,0.002,Attack
0.315951,tcp,-,FIN,14,6,640,268,60.135909,254,252,15065.62793,5671.765625,22.924231,61.447398,Attack
0.059352,udp,-,CON,4,4,568,320,117.940425,31,29,57420.13672,32349.37305,14.663333,19.286666,Normal
2e-06,unas,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0.002,0.0,Attack
16.170187,ospf,-,REQ,16,0,4352,0,0.927633,254,0,2018.529541,0.0,1290.972,0.0,Attack
1.133182,tcp,http,FIN,10,10,942,1138,16.766944,254,252,5986.681641,7236.260254,125.909111,110.367,Attack
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
1e-05,dcn,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0.01,0.0,Attack
6e-06,udp,-,INT,2,0,2700,0,166666.6608,254,0,1800000000.0,0.0,0.006,0.0,Attack
1.076263,tcp,http,FIN,12,14,1156,5192,23.228524,62,252,7879.115234,35842.54297,97.842089,74.618385,Attack
0.024964,tcp,-,FIN,60,62,3614,50036,4846.979812,31,29,1138920.125,15775998.0,0.417763,0.399852,Normal
9e-06,any,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
7e-06,sccopmce,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0.007,0.0,Attack
35.186535,udp,dns,INT,116,0,11136,0,3.268296,254,0,2510.051025,0.0,305.969875,0.0,Attack
0.216118,tcp,http,FIN,10,6,844,268,69.40653,254,252,28132.7793,8291.766602,21.747111,40.953,Attack
0.254537,tcp,ftp-data,FIN,8,12,424,8824,74.64534,31,29,11660.3877,254234.1719,36.284713,23.097819,Normal
1.746781,tcp,http,FIN,60,16,68187,698,42.936121,254,252,307083.7188,2999.803711,29.606458,108.48993,Attack
0.006205,tcp,-,FIN,22,24,1958,2308,7252.215974,31,29,2409669.75,2851893.75,0.29315,0.244696,Normal
1.997939,tcp,ssh,FIN,108,116,9504,12402,111.61502,31,29,37702.85156,49234.73828,18.669412,17.368261,Normal
51.983376,udp,dns,REQ,60,0,16260,0,1.134978,254,0,2460.632812,0.0,884.782938,0.0,Attack
0.008635,tcp,-,FIN,34,36,2230,13500,7990.735078,31,29,2005790.25,12159814.0,0.259031,0.234324,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0.007,0.0,Attack
0.022762,tcp,-,FIN,48,50,2958,33044,4261.488341,31,29,1018188.188,11381776.0,0.477723,0.453959,Normal
0.305192,udp,-,CON,4,4,568,312,22.936382,31,29,11166.74121,6133.84375,91.675336,82.288336,Normal
6e-06,udp,-,INT,2,0,1634,0,166666.6608,254,0,1089333248.0,0.0,0.006,0.0,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.712,0.0,Normal
1.418451,tcp,http,FIN,10,8,740,354,11.984905,254,252,3756.210205,1748.386108,157.605667,187.312578,Attack
7e-06,udp,-,INT,2,0,2050,0,142857.1409,254,0,1171428608.0,0.0,0.007,0.0,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.275482,tcp,http,FIN,10,6,1044,268,54.450019,254,252,27297.60938,6504.962402,27.676222,43.235,Attack
7e-06,udp,-,INT,2,0,1064,0,142857.1409,254,0,608000000.0,0.0,0.007,0.0,Normal
59.710556,udp,dns,REQ,92,0,7176,0,1.524019,254,0,950.98761,0.0,684.4655,0.0,Attack
0.326969,tcp,-,FIN,40,10,43544,440,149.861303,254,252,1038777.375,9688.992188,8.383821,35.566332,Attack
0.415383,tcp,-,FIN,10,6,1506,268,36.111251,254,252,26115.65625,4314.09082,41.942444,71.332,Normal
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
6e-06,any,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
1.009917,tcp,http,FIN,14,18,1684,10168,30.695591,31,29,12389.13672,76077.53906,77.659075,59.374353,Normal
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0.009,0.0,Attack
0.03523,tcp,-,FIN,28,42,2198,34406,1958.558071,31,29,481407.9063,7626909.0,1.341962,0.847366,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0.006,0.0,Attack
8.770799,tcp,-,FIN,24,24,2024,4312,5.358691,31,29,1769.508179,3769.782227,381.322132,381.316122,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
8.781379,tcp,smtp,FIN,242,58,304129,3378,34.049323,62,252,275922.9688,3024.582031,36.434257,151.326437,Attack
1.472702,tcp,http,FIN,60,16,68187,698,50.926799,254,252,364233.9063,3558.085693,24.882069,93.135797,Attack
0.018164,tcp,-,FIN,16,18,1540,1644,1816.780491,31,29,635983.25,683990.3125,1.190733,1.041823,Normal
0.027976,tcp,-,FIN,52,54,3182,39076,3753.216952,31,29,892479.25,10967400.0,0.54986,0.517094,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
0.052335,tcp,-,FIN,60,62,3614,50036,2312.028212,31,29,543269.3125,7525212.5,0.896328,0.848984,Normal
7e-06,sccopmce,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0.007,0.0,Attack
9e-06,qnx,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.003954,tcp,http,FIN,8,10,1058,822,4299.443776,31,29,1873545.875,1497218.125,0.516143,0.386556,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
1e-06,3pc,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0.001,0.0,Attack
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
1.09172,tcp,ftp,FIN,20,22,1080,1614,37.555418,62,252,7518.411621,11292.27246,57.458946,51.521999,Attack
0.264034,tcp,http,FIN,10,8,1352,1044,64.385647,254,252,36874.03906,27693.40234,29.337111,32.789145,Attack
1.554304,tcp,-,FIN,10,8,564,354,10.937371,254,252,2614.675049,1595.569458,172.700444,206.326719,Attack
8e-06,pim,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
3e-06,udp,-,INT,2,0,1064,0,333333.3215,254,0,1418666624.0,0.0,0.003,0.0,Normal
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
2e-06,unas,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0.002,0.0,Attack
0.001627,udp,-,CON,4,4,544,304,4302.396921,31,29,2006146.25,1121081.75,0.426667,0.194,Normal
0.0054,tcp,ftp-data,FIN,14,6,8928,320,3518.518427,31,29,12282963.0,395555.5313,0.415385,0.9608,Normal
0.355906,tcp,ftp-data,FIN,6,8,320,1910,36.526498,31,29,6001.584473,37582.95703,71.1142,50.772715,Normal
0.003955,tcp,http,FIN,8,10,1048,824,4298.356424,31,29,1854867.25,1500884.875,0.516714,0.378333,Normal
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0.01,0.0,Attack
0.088356,tcp,-,FIN,84,86,4862,75600,1912.716668,31,29,435058.1563,6765448.5,1.060711,1.046,Normal
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0.01,0.0,Attack
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.752,0.0,Normal
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
0.043278,tcp,-,FIN,66,68,3926,57474,3073.154863,31,29,714820.4375,10467951.0,0.659954,0.647227,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
9e-06,udp,-,INT,2,0,320,0,111111.1072,254,0,142222224.0,0.0,0.009,0.0,Attack
0.004346,udp,-,CON,4,4,568,304,1610.676473,31,29,784169.375,419696.2813,1.157333,0.966667,Normal
0.247715,tcp,http,FIN,12,28,930,30426,157.438995,62,252,27547.78711,947540.5625,22.507272,8.173074,Attack
0.642336,tcp,-,FIN,10,6,1078,268,23.352264,254,252,12093.35938,2789.817139,60.416889,114.306203,Attack
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
0.602352,tcp,-,FIN,10,8,2516,354,28.222699,254,252,30082.07617,4117.193848,62.877444,73.724,Attack
6e-06,igp,-,INT,2,0,180,0,166666.6608,254,0,119999992.0,0.0,0.006,0.0,Attack
0.087973,tcp,-,FIN,78,80,4550,72810,1784.638497,31,29,408488.9688,6538370.0,1.138364,1.105481,Normal
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
0.03199,tcp,-,FIN,60,62,3598,48710,3782.432115,31,29,885026.625,11984996.0,0.53661,0.523117,Normal
0.072091,tcp,-,FIN,22,24,1920,4312,624.211081,31,29,203409.5781,458642.5625,3.374905,3.252364,Normal
8e-06,gre,-,INT,2,0,156,0,125000.0003,254,0,78000000.0,0.0,0.008,0.0,Attack
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0.002,0.0,Attack
0.004372,tcp,ftp-data,FIN,8,12,424,8824,4345.836918,31,29,678865.5,14801463.0,0.580714,0.354636,Normal
0.142249,tcp,smtp,FIN,52,40,37372,3276,639.723288,31,29,2061399.375,179684.9219,2.8382,3.633256,Normal
1.99286,tcp,-,FIN,10,8,564,354,8.530454,254,252,2039.280273,1244.442627,217.109,260.876141,Attack
0.065973,tcp,-,FIN,72,74,4238,63516,2197.868867,31,29,506874.0313,7598017.5,0.937857,0.896219,Normal
0.524132,tcp,-,FIN,10,6,756,268,28.618744,254,252,10394.32813,3418.986084,58.121222,94.838602,Attack
0.48387,tcp,http,FIN,10,8,786,1304,35.133404,62,252,11705.62305,18864.57031,53.763333,55.113855,Attack
0.121685,tcp,smtp,FIN,52,40,37358,3276,747.832529,31,29,2408842.5,210050.5469,2.379157,3.10641,Normal
1.944419,tcp,-,FIN,10,8,756,354,8.742971,254,252,2801.865234,1275.44519,205.352889,270.724719,Attack
0.028016,tcp,-,FIN,48,50,2974,30506,3462.307361,31,29,831810.4375,8536836.0,0.588447,0.558571,Normal
31.775375,tcp,-,FIN,20,12,1512,536,0.975598,254,252,361.789581,123.869507,1671.501947,2881.97825,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
32.081898,tcp,http,FIN,120,28,136392,1224,4.582023,254,252,33727.67969,294.496307,271.692478,1185.538625,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
5.822372,tcp,smtp,FIN,482,88,611129,4800,97.726494,62,252,837956.75,6521.053711,12.152829,66.692945,Attack
0.631124,tcp,-,FIN,10,8,576,354,26.936069,254,252,6578.73877,3929.49707,66.168444,80.410141,Normal
1.005622,tcp,http,FIN,12,18,1580,10168,28.837873,31,29,11527.19336,76402.46094,91.38873,59.122,Normal
0.768296,tcp,-,FIN,10,8,534,354,22.126888,254,252,5008.486328,3227.922607,82.235333,98.059141,Attack
4.457057,tcp,-,FIN,28,30,5142,3534,12.788708,254,252,8900.94043,6133.194824,165.076179,149.165859,Attack
0.001651,udp,-,CON,4,4,536,304,4239.854637,31,29,1947910.375,1104785.0,0.424667,0.202333,Normal
5e-06,dcn,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0.005,0.0,Attack
0.018307,tcp,-,FIN,16,18,1540,1644,1802.589134,31,29,631015.4375,678647.5,1.198667,1.050059,Normal
0.00449,tcp,-,FIN,22,14,1470,1728,7795.099883,31,29,2501559.0,2859688.0,0.2245,0.287846,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.803563,tcp,smtp,FIN,54,24,48057,2022,95.823227,62,252,469588.5625,19294.06836,15.161566,33.928348,Attack
0.013009,tcp,-,FIN,38,40,2438,19266,5918.979333,31,29,1459912.375,11552003.0,0.361886,0.327974,Normal
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0.006,0.0,Attack
6e-06,gre,-,INT,2,0,156,0,166666.6608,254,0,104000000.0,0.0,0.006,0.0,Attack
9e-06,ifmp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0.009,0.0,Attack
