dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sinpkt,dinpkt,label
1.201577,udp,dns,CON,2,2,124,296,2.496719,62,252,412.790863,985.371765,0.005,0.009,Attack
1e-06,xnet,-,INT,2,0,180,0,1000000.003,254,0,720000000.0,0.0,0.001,0.0,Attack
0.024925,tcp,-,FIN,52,54,3182,39076,4212.638065,31,29,1001725.188,12309890.0,0.482569,0.459962,Normal
0.912129,tcp,-,FIN,10,8,564,354,18.637715,254,252,4455.510254,2718.913818,97.201667,125.973711,Attack
0.280482,tcp,http,FIN,10,6,928,268,53.479369,254,252,23844.66797,6389.001953,28.560222,47.913398,Attack
0.946735,tcp,-,FIN,10,8,564,354,17.95645,254,252,4292.647949,2619.529053,99.466,127.866859,Attack
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0.002,0.0,Attack
0.572546,tcp,-,FIN,10,6,546,268,26.198768,254,252,6874.556641,3129.879395,60.308,98.221203,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.688,0.0,Normal
3.2e-05,udp,dns,INT,2,0,114,0,31250.00008,254,0,14250000.0,0.0,0.032,0.0,Attack
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0.01,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.05989,tcp,-,FIN,72,72,4238,63412,2387.710871,31,29,558357.0,8352914.0,0.850943,0.8448,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
22.498936,udp,-,INT,4,0,2128,0,0.13334,254,0,567.49353,0.0,7499.6455,0.0,Attack
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
0.001111,udp,dns,CON,2,2,146,178,2700.270121,31,29,525652.5625,640864.125,0.009,0.005,Normal
0.001066,udp,dns,CON,2,2,146,178,2814.258996,31,29,547842.4375,667917.4375,0.009,0.005,Normal
1.845104,tcp,-,FIN,122,126,7810,15494,133.867794,31,29,33585.09766,66649.89844,15.245562,14.75656,Normal
7e-06,compaq-peer,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0.007,0.0,Attack
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
0.00428,tcp,ftp-data,FIN,8,12,424,8824,4439.252343,31,29,693457.9375,15119626.0,0.564143,0.343727,Normal
0.022599,tcp,-,FIN,60,62,3614,45696,5354.219099,31,29,1258108.75,15915394.0,0.37761,0.361066,Normal
0.633251,tcp,http,FIN,10,8,860,1334,26.845595,62,252,9778.113281,14755.60254,70.241778,64.989145,Normal
0.122099,tcp,-,FIN,22,24,2054,2478,368.553395,31,29,128485.9063,155611.4375,5.797714,5.283826,Normal
0.028738,tcp,-,FIN,48,50,2974,30506,3375.321932,31,29,810912.375,8322361.0,0.603872,0.585958,Normal
0.937274,tcp,http,FIN,10,10,794,4898,20.271554,62,252,6102.804688,37632.53906,104.141556,87.982444,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
1.210835,tcp,ssh,FIN,32,24,3728,5474,45.4232,31,29,23864.52344,34660.37891,39.059195,52.616523,Normal
0.125774,udp,-,CON,4,4,1938,2304,55.655384,254,60,92483.34375,109911.4297,41.924668,12.268333,Attack
0.73793,tcp,-,FIN,10,6,2516,268,20.327131,254,252,24555.17383,2428.414551,79.246556,131.233,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0.004,0.0,Attack
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0.002,0.0,Attack
0.577376,tcp,http,FIN,10,10,914,1796,32.907498,254,252,11403.31445,22404.81055,64.152889,51.209109,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
31.519764,tcp,-,FIN,20,12,1302,536,0.98351,254,252,313.961731,124.874031,1658.934895,2859.43975,Attack
0.035879,tcp,-,FIN,60,62,3614,50036,3372.446182,31,29,792441.25,10976671.0,0.613138,0.57918,Normal
1e-05,ipv6,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0.01,0.0,Attack
6.531688,tcp,http,FIN,338,746,18058,1087890,165.807057,31,29,22052.49219,1330660.0,19.438633,8.766642,Normal
0.19918,tcp,http,FIN,10,10,762,3706,95.3911,62,252,27552.9668,133989.3594,22.131111,19.601111,Attack
0.443765,tcp,-,FIN,10,6,610,268,33.801673,254,252,9897.129883,4038.17334,43.905444,70.718,Normal
0.611009,tcp,ftp,FIN,12,12,586,682,37.642653,254,252,7044.085938,8196.27832,55.546273,51.309727,Attack
0.797806,tcp,-,FIN,16,12,5944,678,33.842813,254,252,55883.25781,6237.10498,53.120268,69.309727,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
57.977638,ospf,-,INT,72,0,19584,0,1.22461,254,0,2664.751465,0.0,816.5865,0.0,Attack
0.651424,tcp,-,FIN,10,6,534,268,23.026478,254,252,5907.059082,2750.896484,70.695222,108.708797,Normal
4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0.004,0.0,Attack
0.317305,tcp,-,FIN,52,54,3182,39076,330.9119,31,29,78687.69531,966968.6875,6.33868,5.976887,Normal
4.540433,tcp,pop3,FIN,40,114,1832,126924,33.697227,62,252,3148.598389,221672.25,116.421363,39.733267,Attack
0.22434,tcp,http,FIN,16,6,9764,268,93.607914,254,252,326433.0938,7987.875488,14.159399,43.337602,Attack
0.551694,tcp,http,FIN,10,6,868,268,27.188986,254,252,11339.62012,3248.17749,61.299333,99.535797,Attack
0.965666,tcp,ftp,FIN,22,22,1190,1640,44.528854,62,252,9411.121094,12973.42969,45.984095,44.607523,Attack
3e-06,sm,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.712,0.0,Normal
0.004739,tcp,http,FIN,8,10,1052,824,3587.254698,31,29,1554758.375,1252584.875,0.628714,0.474111,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
1.081025,tcp,-,FIN,10,8,564,354,15.725816,254,252,3759.39502,2294.118896,115.417111,148.016719,Attack
8e-06,udp,-,INT,2,0,160,0,125000.0003,254,0,80000000.0,0.0,0.008,0.0,Attack
0.001087,udp,dns,CON,2,2,146,178,2759.889575,31,29,537258.5,655013.8125,0.009,0.007,Normal
0.00101,udp,dns,CON,2,2,146,178,2970.297008,31,29,578217.8125,704950.5,0.006,0.006,Normal
5.667425,rvd,-,INT,4,0,400,0,0.529341,254,0,423.472717,0.0,1889.141625,0.0,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
0.031004,tcp,-,FIN,60,62,3598,48710,3902.722172,31,29,913172.5,12366146.0,0.527241,0.498311,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
3e-06,trunk-2,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0.003,0.0,Attack
0.537769,tcp,http,FIN,10,6,788,268,27.893016,254,252,10562.15527,3332.285645,52.701333,87.354398,Attack
0.019119,tcp,-,FIN,16,18,1540,1644,1726.031691,31,29,604215.6875,649824.75,1.253867,1.097471,Normal
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
2.118092,tcp,http,FIN,20,66,1628,74478,40.130456,62,252,5842.994141,277041.7813,111.478525,30.365415,Attack
0.655301,tcp,ssh,FIN,106,114,9400,12298,334.19758,31,29,113682.1172,148829.3281,6.297423,5.790159,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.824,0.0,Normal
8e-06,vines,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
0.723287,tcp,-,FIN,10,8,564,354,23.50381,254,252,5618.792969,3428.791016,75.732444,94.58943,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
2e-06,udp,-,INT,2,0,1064,0,500000.0013,254,0,2128000000.0,0.0,0.002,0.0,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.918765,tcp,-,FIN,42,42,2662,23162,90.33866,31,29,22630.37891,196881.6875,22.961824,22.395609,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.00168,udp,-,CON,4,4,544,304,4166.6667,31,29,1942857.125,1085714.25,0.435667,0.211667,Normal
3.236875,tcp,ftp,FIN,22,22,1142,1620,13.284418,62,252,2696.427734,3823.440674,154.090902,152.580232,Attack
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
0.973404,tcp,http,FIN,10,14,840,10626,23.628422,62,252,6213.247559,81092.74219,108.156,69.161075,Attack
2.186936,tcp,-,FIN,18,24,2456,19060,18.747692,62,252,8486.759766,66818.60156,128.604176,90.608089,Attack
8e-06,crudp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0.008,0.0,Attack
5.8e-05,udp,-,INT,2,0,503,0,17241.37888,64,0,34758620.0,0.0,0.058,0.0,Normal
0.207514,tcp,http,FIN,10,6,1022,268,72.284279,254,252,35467.48438,8635.561523,21.768222,38.679801,Attack
1.3e-05,udp,-,INT,2,0,168,0,76923.07779,254,0,51692308.0,0.0,0.013,0.0,Attack
0.329914,tcp,-,FIN,60,62,3598,48710,366.762243,31,29,85816.30469,1162121.0,5.586407,5.39841,Normal
0.748712,tcp,-,FIN,122,126,7814,14990,329.89988,31,29,82808.875,158907.5625,6.342229,5.985448,Normal
0.905708,tcp,ftp,FIN,52,54,2934,3740,115.931402,31,29,25420.99609,32425.46094,17.749589,17.07998,Normal
1.053495,tcp,-,FIN,10,8,588,354,16.136763,254,252,4024.698486,2354.068848,111.833333,146.079578,Normal
0.001025,udp,dns,CON,2,2,130,162,2926.829254,31,29,507317.0625,632195.125,0.01,0.007,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0.003,0.0,Attack
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0.005,0.0,Attack
0.234138,udp,-,CON,4,4,528,304,29.896899,31,29,13530.48242,7790.277832,19.996666,60.701,Normal
4.210754,tcp,-,FIN,436,858,24536,1094788,307.070901,31,29,46509.48438,2077562.375,9.76906,4.912839,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
0.367111,tcp,-,FIN,10,6,566,268,40.859577,254,252,11113.80469,4881.357422,40.737,60.168199,Attack
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0.008,0.0,Attack
7e-06,udp,-,INT,2,0,104,0,142857.1409,254,0,59428572.0,0.0,0.007,0.0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0.002,0.0,Attack
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,60000.676,0.0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0.009,0.0,Attack
5e-06,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0.005,0.0,Attack
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0.007,0.0,Attack
0.042915,tcp,-,FIN,78,80,4550,72810,3658.394372,31,29,837376.1875,13403238.0,0.568,0.535423,Normal
0.001056,udp,dns,CON,2,2,130,162,2840.909069,31,29,492424.25,613636.375,0.008,0.007,Normal
0.667458,tcp,-,FIN,10,8,564,354,25.469767,254,252,6088.772461,3715.5896,74.162,94.356141,Attack
